camera_id,vehicle_no,timestamp,cars_in_parking
1,MHIG3903,2024-09-12 08:20:00,197
1,MHNC6339,2024-09-12 08:20:00,198
1,MHBJ0918,2024-09-12 08:20:00,199
1,MHBK0258,2024-09-12 08:20:00,200
2,MHNQ2590,2024-09-12 08:20:00,199
1,MHCZ6326,2024-09-12 08:20:00,200
1,MHRC4877,2024-09-12 08:20:00,201
1,MHIO1153,2024-09-12 08:20:00,202
1,MHBL0106,2024-09-12 08:20:00,203
1,MHVD0444,2024-09-12 08:20:00,204
1,MHKD2367,2024-09-12 08:20:00,205
1,MHFZ0931,2024-09-12 08:20:00,206
1,MHOK2067,2024-09-12 08:20:00,207
2,MHVE9824,2024-09-12 08:20:00,206
1,MHFR9153,2024-09-12 08:20:00,207
1,MHZG8694,2024-09-12 08:20:00,208
1,MHLB7321,2024-09-12 08:20:00,209
1,MHFE5847,2024-09-12 08:20:00,210
2,MHZI0593,2024-09-12 08:20:00,209
1,MHRN4189,2024-09-12 08:20:00,210
1,MHUG0333,2024-09-12 08:20:00,211
1,MHBX4008,2024-09-12 08:20:00,212
1,MHQZ6108,2024-09-12 08:40:00,213
1,MHDR2805,2024-09-12 08:40:00,214
2,MHRZ4847,2024-09-12 08:40:00,213
1,MHHV3185,2024-09-12 08:40:00,214
1,MHVW0788,2024-09-12 08:40:00,215
1,MHHE6094,2024-09-12 08:40:00,216
1,MHDT1939,2024-09-12 08:40:00,217
2,MHVK9930,2024-09-12 08:40:00,216
2,MHDW7472,2024-09-12 08:40:00,215
1,MHPP7346,2024-09-12 08:40:00,216
1,MHHU8201,2024-09-12 08:40:00,217
1,MHSH6370,2024-09-12 08:40:00,218
1,MHOT7014,2024-09-12 08:40:00,219
1,MHXC8280,2024-09-12 08:40:00,220
1,MHXH4692,2024-09-12 08:40:00,221
1,MHQJ7865,2024-09-12 08:40:00,222
1,MHOS1122,2024-09-12 08:40:00,223
1,MHPM9917,2024-09-12 08:40:00,224
1,MHPQ3242,2024-09-12 08:40:00,225
1,MHCA8550,2024-09-12 08:40:00,226
2,MHYN8096,2024-09-12 08:40:00,225
2,MHBL2555,2024-09-12 08:40:00,224
1,MHTT8234,2024-09-12 08:40:00,225
1,MHVQ1240,2024-09-12 08:40:00,226
2,MHZO3666,2024-09-12 08:40:00,225
2,MHBR3603,2024-09-12 08:40:00,224
1,MHUX5927,2024-09-12 09:00:00,225
1,MHPE0359,2024-09-12 09:00:00,226
1,MHJK3711,2024-09-12 09:00:00,227
1,MHLS7373,2024-09-12 09:00:00,228
1,MHBN6463,2024-09-12 09:00:00,229
1,MHAW4005,2024-09-12 09:00:00,230
2,MHJU1350,2024-09-12 09:00:00,229
2,MHOH7914,2024-09-12 09:00:00,228
1,MHLO3942,2024-09-12 09:00:00,229
2,MHAW3156,2024-09-12 09:00:00,228
2,MHJO6901,2024-09-12 09:00:00,227
1,MHYW8066,2024-09-12 09:00:00,228
2,MHJS1517,2024-09-12 09:00:00,227
2,MHVQ3908,2024-09-12 09:00:00,226
1,MHZN0575,2024-09-12 09:00:00,227
1,MHMH8040,2024-09-12 09:00:00,228
1,MHKA0669,2024-09-12 09:00:00,229
1,MHKQ2650,2024-09-12 09:00:00,230
1,MHJZ9310,2024-09-12 09:00:00,231
1,MHMW1395,2024-09-12 09:00:00,232
2,MHUC0067,2024-09-12 09:00:00,231
2,MHHG2164,2024-09-12 09:00:00,230
1,MHNO4969,2024-09-12 09:00:00,231
1,MHLL9544,2024-09-12 09:00:00,232
2,MHZV2825,2024-09-12 09:00:00,231
1,MHPC1393,2024-09-12 09:00:00,232
2,MHKZ3897,2024-09-12 09:00:00,231
1,MHZL0016,2024-09-12 09:00:00,232
2,MHLQ6075,2024-09-12 09:00:00,231
1,MHQP9332,2024-09-12 09:00:00,232
1,MHCB8957,2024-09-12 09:00:00,233
1,MHIU2746,2024-09-12 09:20:00,234
1,MHVF9768,2024-09-12 09:20:00,235
2,MHEB8784,2024-09-12 09:20:00,234
2,MHJR1821,2024-09-12 09:20:00,233
1,MHTI2865,2024-09-12 09:20:00,234
1,MHOR3672,2024-09-12 09:20:00,235
2,MHEF2418,2024-09-12 09:20:00,234
1,MHHG4948,2024-09-12 09:20:00,235
2,MHBD3420,2024-09-12 09:20:00,234
1,MHXO4178,2024-09-12 09:20:00,235
1,MHUS4857,2024-09-12 09:20:00,236
2,MHSD2030,2024-09-12 09:20:00,235
2,MHCF5028,2024-09-12 09:20:00,234
1,MHKG5382,2024-09-12 09:20:00,235
2,MHTL4076,2024-09-12 09:20:00,234
2,MHYM2116,2024-09-12 09:20:00,233
2,MHVR9603,2024-09-12 09:20:00,232
1,MHEI2265,2024-09-12 09:20:00,233
1,MHEZ0605,2024-09-12 09:20:00,234
1,MHIH9124,2024-09-12 09:20:00,235
1,MHGD5758,2024-09-12 09:20:00,236
1,MHDO7213,2024-09-12 09:20:00,237
1,MHTO0838,2024-09-12 09:20:00,238
2,MHCI1421,2024-09-12 09:20:00,237
2,MHXN0045,2024-09-12 09:20:00,236
2,MHZF8417,2024-09-12 09:20:00,235
1,MHHD1877,2024-09-12 09:20:00,236
1,MHPT1798,2024-09-12 09:20:00,237
2,MHHB4038,2024-09-12 09:20:00,236
2,MHMY1867,2024-09-12 09:20:00,235
1,MHNK0247,2024-09-12 09:20:00,236
1,MHAV2998,2024-09-12 09:20:00,237
1,MHJF5189,2024-09-12 09:20:00,238
1,MHNL8967,2024-09-12 09:20:00,239
1,MHNE1197,2024-09-12 09:20:00,240
1,MHJW4798,2024-09-12 09:20:00,241
1,MHLF7756,2024-09-12 09:40:00,242
1,MHFZ2107,2024-09-12 09:40:00,243
2,MHQO3976,2024-09-12 09:40:00,242
2,MHEE8734,2024-09-12 09:40:00,241
1,MHHG2690,2024-09-12 09:40:00,242
1,MHZD0848,2024-09-12 09:40:00,243
1,MHLT6481,2024-09-12 09:40:00,244
1,MHLG0430,2024-09-12 09:40:00,245
1,MHGT3566,2024-09-12 09:40:00,246
2,MHOO4226,2024-09-12 09:40:00,245
1,MHQX4064,2024-09-12 09:40:00,246
1,MHOJ6815,2024-09-12 09:40:00,247
2,MHWE1029,2024-09-12 09:40:00,246
2,MHFU6425,2024-09-12 09:40:00,245
1,MHFG2987,2024-09-12 09:40:00,246
1,MHTQ3388,2024-09-12 09:40:00,247
2,MHNO7430,2024-09-12 09:40:00,246
1,MHQR0837,2024-09-12 09:40:00,247
1,MHFC2160,2024-09-12 09:40:00,248
1,MHUH5392,2024-09-12 09:40:00,249
2,MHIM2035,2024-09-12 09:40:00,248
1,MHOQ5481,2024-09-12 09:40:00,249
2,MHBJ1079,2024-09-12 09:40:00,248
2,MHKU8781,2024-09-12 09:40:00,247
1,MHHX2287,2024-09-12 09:40:00,248
1,MHDT3125,2024-09-12 09:40:00,249
1,MHTN8962,2024-09-12 09:40:00,250
2,MHAP2971,2024-09-12 09:40:00,249
2,MHLQ6139,2024-09-12 09:40:00,248
1,MHCK1037,2024-09-12 10:00:00,249
1,MHIT6187,2024-09-12 10:00:00,250
2,MHLR9186,2024-09-12 10:00:00,249
2,MHQS8540,2024-09-12 10:00:00,248
1,MHSF7862,2024-09-12 10:00:00,249
2,MHCC8728,2024-09-12 10:00:00,248
1,MHEH8513,2024-09-12 10:00:00,249
1,MHVI7365,2024-09-12 10:00:00,250
2,MHYY0186,2024-09-12 10:00:00,249
1,MHTA5285,2024-09-12 10:00:00,250
2,MHTY9437,2024-09-12 10:00:00,249
2,MHWC0720,2024-09-12 10:00:00,248
1,MHPF2877,2024-09-12 10:00:00,249
1,MHGF1566,2024-09-12 10:00:00,250
2,MHSM3247,2024-09-12 10:00:00,249
2,MHFB7793,2024-09-12 10:00:00,248
2,MHCT4587,2024-09-12 10:00:00,247
2,MHRP7066,2024-09-12 10:00:00,246
1,MHHU8301,2024-09-12 10:00:00,247
1,MHLG7913,2024-09-12 10:00:00,248
2,MHNG3009,2024-09-12 10:00:00,247
2,MHDK7513,2024-09-12 10:00:00,246
2,MHMP0749,2024-09-12 10:00:00,245
2,MHFL0449,2024-09-12 10:00:00,244
1,MHKE0727,2024-09-12 10:00:00,245
1,MHDU2778,2024-09-12 10:00:00,246
1,MHIP5670,2024-09-12 10:00:00,247
2,MHHG0235,2024-09-12 10:00:00,246
1,MHEF7058,2024-09-12 10:00:00,247
1,MHFZ1000,2024-09-12 10:20:00,248
1,MHZD6689,2024-09-12 10:20:00,249
1,MHJW0846,2024-09-12 10:20:00,250
2,MHFL0999,2024-09-12 10:20:00,249
1,MHYO7134,2024-09-12 10:20:00,250
1,MHZM4642,2024-09-12 10:20:00,251
2,MHDS3083,2024-09-12 10:20:00,250
2,MHJN5130,2024-09-12 10:20:00,249
1,MHZN7535,2024-09-12 10:20:00,250
2,MHUF8609,2024-09-12 10:20:00,249
1,MHYO9908,2024-09-12 10:20:00,250
2,MHNS7193,2024-09-12 10:20:00,249
1,MHAV9568,2024-09-12 10:20:00,250
2,MHXL1217,2024-09-12 10:20:00,249
1,MHSR0306,2024-09-12 10:20:00,250
1,MHBQ6650,2024-09-12 10:20:00,251
1,MHNZ7837,2024-09-12 10:20:00,252
1,MHEN2834,2024-09-12 10:20:00,253
2,MHFH1036,2024-09-12 10:20:00,252
1,MHHF9102,2024-09-12 10:20:00,253
1,MHNE1552,2024-09-12 10:20:00,254
2,MHGW6086,2024-09-12 10:20:00,253
1,MHPY5550,2024-09-12 10:20:00,254
2,MHGU8316,2024-09-12 10:20:00,253
1,MHER2660,2024-09-12 10:20:00,254
1,MHFL3496,2024-09-12 10:20:00,255
2,MHCG2142,2024-09-12 10:20:00,254
2,MHKU2055,2024-09-12 10:20:00,253
1,MHVI9442,2024-09-12 10:20:00,254
1,MHGV3628,2024-09-12 10:20:00,255
1,MHXQ8717,2024-09-12 10:20:00,256
1,MHQC3450,2024-09-12 10:20:00,257
2,MHUZ0801,2024-09-12 10:20:00,256
1,MHBX1449,2024-09-12 10:20:00,257
2,MHZU4672,2024-09-12 10:20:00,256
1,MHMN5431,2024-09-12 10:20:00,257
1,MHYD0490,2024-09-12 10:20:00,258
1,MHRC1652,2024-09-12 10:20:00,259
1,MHQF3007,2024-09-12 10:20:00,260
1,MHUT5533,2024-09-12 10:40:00,261
1,MHEY8083,2024-09-12 10:40:00,262
2,MHSM3502,2024-09-12 10:40:00,261
2,MHZQ4466,2024-09-12 10:40:00,260
2,MHKY5934,2024-09-12 10:40:00,259
1,MHJT2475,2024-09-12 10:40:00,260
1,MHJT6218,2024-09-12 10:40:00,261
2,MHGR7572,2024-09-12 10:40:00,260
2,MHRP2887,2024-09-12 10:40:00,259
2,MHQL6440,2024-09-12 10:40:00,258
1,MHVB4920,2024-09-12 10:40:00,259
1,MHPC7490,2024-09-12 10:40:00,260
2,MHTL7625,2024-09-12 10:40:00,259
2,MHSM4102,2024-09-12 10:40:00,258
2,MHZL7215,2024-09-12 10:40:00,257
1,MHBQ6589,2024-09-12 10:40:00,258
1,MHOI9898,2024-09-12 10:40:00,259
1,MHYM8473,2024-09-12 10:40:00,260
1,MHBN6409,2024-09-12 10:40:00,261
2,MHHX0605,2024-09-12 10:40:00,260
2,MHJM5123,2024-09-12 10:40:00,259
2,MHSX5443,2024-09-12 10:40:00,258
1,MHVB0732,2024-09-12 10:40:00,259
2,MHNF2856,2024-09-12 10:40:00,258
1,MHJO1490,2024-09-12 10:40:00,259
1,MHFU1956,2024-09-12 10:40:00,260
1,MHSK4803,2024-09-12 10:40:00,261
1,MHOA3928,2024-09-12 10:40:00,262
1,MHZJ3982,2024-09-12 10:40:00,263
2,MHFJ3134,2024-09-12 10:40:00,262
1,MHFE4038,2024-09-12 10:40:00,263
2,MHDO7283,2024-09-12 10:40:00,262
1,MHBC6016,2024-09-12 11:00:00,263
2,MHSM2916,2024-09-12 11:00:00,262
2,MHPP6633,2024-09-12 11:00:00,261
2,MHXR6927,2024-09-12 11:00:00,260
1,MHLR1734,2024-09-12 11:00:00,261
2,MHFW4210,2024-09-12 11:00:00,260
1,MHRF3834,2024-09-12 11:00:00,261
1,MHIQ2101,2024-09-12 11:00:00,262
1,MHUR2466,2024-09-12 11:00:00,263
1,MHBI2188,2024-09-12 11:00:00,264
2,MHOR9005,2024-09-12 11:00:00,263
2,MHDK2600,2024-09-12 11:00:00,262
2,MHNW6691,2024-09-12 11:00:00,261
1,MHBX7496,2024-09-12 11:00:00,262
2,MHOG9016,2024-09-12 11:00:00,261
2,MHWD9972,2024-09-12 11:00:00,260
1,MHRE0931,2024-09-12 11:00:00,261
1,MHBV3472,2024-09-12 11:00:00,262
2,MHHH3648,2024-09-12 11:00:00,261
1,MHHO0995,2024-09-12 11:00:00,262
1,MHIN3319,2024-09-12 11:00:00,263
2,MHUY5910,2024-09-12 11:00:00,262
1,MHGS0657,2024-09-12 11:00:00,263
2,MHEM3359,2024-09-12 11:00:00,262
1,MHGW0681,2024-09-12 11:00:00,263
2,MHQU3766,2024-09-12 11:00:00,262
2,MHCH6928,2024-09-12 11:00:00,261
2,MHLN7673,2024-09-12 11:00:00,260
1,MHSH4735,2024-09-12 11:00:00,261
2,MHQS2979,2024-09-12 11:00:00,260
1,MHST6707,2024-09-12 11:00:00,261
2,MHKU7664,2024-09-12 11:00:00,260
2,MHMA5579,2024-09-12 11:00:00,259
2,MHGD1595,2024-09-12 11:00:00,258
2,MHVL5571,2024-09-12 11:00:00,257
1,MHCD7583,2024-09-12 11:00:00,258
1,MHID6887,2024-09-12 11:00:00,259
2,MHWU6758,2024-09-12 11:00:00,258
1,MHJS4772,2024-09-12 11:00:00,259
1,MHXL0688,2024-09-12 11:00:00,260
1,MHWN8689,2024-09-12 11:00:00,261
1,MHKW4827,2024-09-12 11:00:00,262
2,MHTZ6862,2024-09-12 11:00:00,261
2,MHOA9639,2024-09-12 11:00:00,260
1,MHBT1790,2024-09-12 11:00:00,261
1,MHFG3700,2024-09-12 11:00:00,262
1,MHYY9783,2024-09-12 11:00:00,263
2,MHLH1934,2024-09-12 11:00:00,262
1,MHDZ1799,2024-09-12 11:00:00,263
2,MHXR3898,2024-09-12 11:00:00,262
2,MHKM3373,2024-09-12 11:20:00,261
1,MHFT7981,2024-09-12 11:20:00,262
1,MHDB2654,2024-09-12 11:20:00,263
1,MHXV9143,2024-09-12 11:20:00,264
1,MHOU1011,2024-09-12 11:20:00,265
1,MHRH2617,2024-09-12 11:20:00,266
1,MHYH7931,2024-09-12 11:20:00,267
2,MHOM1097,2024-09-12 11:20:00,266
2,MHUV0612,2024-09-12 11:20:00,265
2,MHHT0994,2024-09-12 11:20:00,264
1,MHBF9735,2024-09-12 11:20:00,265
1,MHEM7059,2024-09-12 11:20:00,266
2,MHLH0376,2024-09-12 11:20:00,265
2,MHWK2542,2024-09-12 11:20:00,264
2,MHRR2109,2024-09-12 11:20:00,263
1,MHMN8332,2024-09-12 11:20:00,264
1,MHGL7011,2024-09-12 11:20:00,265
1,MHYF2630,2024-09-12 11:20:00,266
2,MHPF8631,2024-09-12 11:20:00,265
2,MHYC6161,2024-09-12 11:20:00,264
2,MHLI4038,2024-09-12 11:20:00,263
1,MHRI6447,2024-09-12 11:20:00,264
2,MHZG8694,2024-09-12 11:20:00,263
1,MHYV9554,2024-09-12 11:20:00,264
1,MHNJ9972,2024-09-12 11:20:00,265
2,MHQV6401,2024-09-12 11:20:00,264
1,MHIQ8024,2024-09-12 11:20:00,265
2,MHYT5853,2024-09-12 11:20:00,264
2,MHLB7321,2024-09-12 11:20:00,263
2,MHBX4008,2024-09-12 11:20:00,262
2,MHUL2615,2024-09-12 11:20:00,261
2,MHYM8747,2024-09-12 11:20:00,260
1,MHSH5961,2024-09-12 11:20:00,261
1,MHHX9876,2024-09-12 11:20:00,262
1,MHWL8364,2024-09-12 11:20:00,263
2,MHZQ8024,2024-09-12 11:20:00,262
2,MHFE5847,2024-09-12 11:20:00,261
2,MHBL0106,2024-09-12 11:20:00,260
2,MHOB1836,2024-09-12 11:20:00,259
2,MHDZ8814,2024-09-12 11:40:00,258
2,MHNC6339,2024-09-12 11:40:00,257
1,MHQP1214,2024-09-12 11:40:00,258
1,MHZG5087,2024-09-12 11:40:00,259
1,MHZF2944,2024-09-12 11:40:00,260
2,MHVY6905,2024-09-12 11:40:00,259
2,MHLC7841,2024-09-12 11:40:00,258
2,MHIX2609,2024-09-12 11:40:00,257
1,MHMJ8163,2024-09-12 11:40:00,258
1,MHCX9359,2024-09-12 11:40:00,259
1,MHVT6979,2024-09-12 11:40:00,260
1,MHHK9329,2024-09-12 11:40:00,261
2,MHYV7355,2024-09-12 11:40:00,260
1,MHYO6932,2024-09-12 11:40:00,261
1,MHDI1630,2024-09-12 11:40:00,262
1,MHME5551,2024-09-12 11:40:00,263
2,MHDB8557,2024-09-12 11:40:00,262
1,MHEJ5038,2024-09-12 11:40:00,263
2,MHMP8132,2024-09-12 11:40:00,262
2,MHUM5208,2024-09-12 11:40:00,261
1,MHLY3997,2024-09-12 11:40:00,262
1,MHLO0376,2024-09-12 11:40:00,263
2,MHLF3244,2024-09-12 11:40:00,262
2,MHAB7611,2024-09-12 11:40:00,261
2,MHXH4692,2024-09-12 11:40:00,260
1,MHJW4049,2024-09-12 11:40:00,261
2,MHCH4054,2024-09-12 11:40:00,260
1,MHTI9389,2024-09-12 11:40:00,261
2,MHNN3859,2024-09-12 11:40:00,260
2,MHBC9992,2024-09-12 11:40:00,259
2,MHOK2067,2024-09-12 11:40:00,258
2,MHMZ7718,2024-09-12 11:40:00,257
1,MHRS2648,2024-09-12 11:40:00,258
1,MHCU2852,2024-09-12 11:40:00,259
1,MHMN4327,2024-09-12 11:40:00,260
2,MHGD2741,2024-09-12 11:40:00,259
1,MHMP7024,2024-09-12 11:40:00,260
1,MHJG8023,2024-09-12 11:40:00,261
2,MHKC7922,2024-09-12 11:40:00,260
1,MHRT3229,2024-09-12 11:40:00,261
